#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNB1	FOS	9606.ENSP00000256442	9606.ENSP00000306245	0	0	0	0	0	0.062	0	0.420	0.432
CCNB1	CDKN2B	9606.ENSP00000256442	9606.ENSP00000276925	0	0	0	0	0	0.091	0	0.402	0.433
CCNB1	CDKN2C	9606.ENSP00000256442	9606.ENSP00000262662	0	0	0	0	0.068	0.091	0	0.448	0.491
CCNB1	UHRF1	9606.ENSP00000256442	9606.ENSP00000479617	0	0	0	0	0.415	0	0	0.289	0.567
CCNB1	H2BC5	9606.ENSP00000256442	9606.ENSP00000289316	0	0	0	0	0.061	0.052	0.400	0.330	0.594
CCNB1	EZH2	9606.ENSP00000256442	9606.ENSP00000320147	0	0	0	0	0.336	0.045	0	0.413	0.595
CCNB1	MYB	9606.ENSP00000256442	9606.ENSP00000339992	0	0	0	0	0.111	0.091	0	0.543	0.599
CCNB1	PPP2R1B	9606.ENSP00000256442	9606.ENSP00000311344	0	0	0	0	0.097	0.092	0.500	0.139	0.599
CCNB1	ERBB2	9606.ENSP00000256442	9606.ENSP00000269571	0	0	0	0	0	0	0	0.607	0.607
CCNB1	CDH1	9606.ENSP00000256442	9606.ENSP00000261769	0	0	0	0	0.047	0.292	0	0.572	0.686
CCNB1	GINS1	9606.ENSP00000256442	9606.ENSP00000262460	0	0	0	0	0.456	0.091	0	0.462	0.711
CCNB1	PCLAF	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.542	0	0	0.574	0.796
CCNB1	RGCC	9606.ENSP00000256442	9606.ENSP00000368664	0	0	0	0	0	0	0	0.810	0.810
CCNB1	CDKN1C	9606.ENSP00000256442	9606.ENSP00000413720	0	0	0	0	0	0.481	0	0.679	0.826
CCNB1	RRM2	9606.ENSP00000256442	9606.ENSP00000353770	0	0	0	0	0.653	0	0	0.739	0.905
CCNB1	NUSAP1	9606.ENSP00000256442	9606.ENSP00000499238	0	0	0	0	0.840	0	0	0.543	0.923
CCNB1	PRC1	9606.ENSP00000256442	9606.ENSP00000377793	0	0	0	0	0.825	0.356	0	0.452	0.932
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.890	0	0	0.446	0.936
CCNB1	SFN	9606.ENSP00000256442	9606.ENSP00000340989	0	0	0	0	0.056	0.099	0.900	0.644	0.965
CCNB1	CENPF	9606.ENSP00000256442	9606.ENSP00000355922	0	0	0	0	0.832	0	0.720	0.773	0.988
CCNB1	TOP2A	9606.ENSP00000256442	9606.ENSP00000411532	0	0	0	0	0.859	0.052	0	0.925	0.989
CCNB1	CDC20	9606.ENSP00000256442	9606.ENSP00000361540	0	0	0	0	0.910	0.989	0.900	0.970	0.999
CD24	CEACAM6	9606.ENSP00000481841	9606.ENSP00000199764	0	0	0	0	0.176	0	0	0.321	0.417
CD24	SOX4	9606.ENSP00000481841	9606.ENSP00000244745	0	0	0	0	0.109	0	0	0.408	0.450
CD24	CDH1	9606.ENSP00000481841	9606.ENSP00000261769	0	0	0	0	0.203	0	0	0.701	0.752
CD24	EPCAM	9606.ENSP00000481841	9606.ENSP00000263735	0	0	0	0	0.267	0	0	0.882	0.910
CD24	FGF2	9606.ENSP00000481841	9606.ENSP00000264498	0	0	0	0	0	0	0	0.570	0.570
CD24	ERBB2	9606.ENSP00000481841	9606.ENSP00000269571	0	0	0	0	0.050	0	0	0.693	0.695
CD24	ZBTB16	9606.ENSP00000481841	9606.ENSP00000338157	0	0	0	0	0	0	0	0.444	0.444
CD24	KRT19	9606.ENSP00000481841	9606.ENSP00000355124	0	0	0	0	0.166	0	0	0.582	0.636
CD24	KLF4	9606.ENSP00000481841	9606.ENSP00000363804	0	0	0	0	0.042	0	0	0.570	0.570
CD24	GATA3	9606.ENSP00000481841	9606.ENSP00000368632	0	0	0	0	0.087	0	0	0.487	0.512
CD24	SDC1	9606.ENSP00000481841	9606.ENSP00000370542	0	0	0	0	0.070	0	0	0.580	0.593
CD24	KRT18	9606.ENSP00000481841	9606.ENSP00000373489	0	0	0	0	0.078	0	0	0.574	0.590
CD24	CLDN3	9606.ENSP00000481841	9606.ENSP00000378577	0	0	0	0	0.097	0	0	0.379	0.415
CD24	CXCL12	9606.ENSP00000481841	9606.ENSP00000379140	0	0	0	0	0.049	0	0	0.477	0.481
CD24	MME	9606.ENSP00000481841	9606.ENSP00000418525	0	0	0	0	0.086	0	0	0.621	0.638
CD24	KRT8	9606.ENSP00000481841	9606.ENSP00000449404	0	0	0	0	0.084	0	0	0.630	0.646
CD24	MUC1	9606.ENSP00000481841	9606.ENSP00000484824	0	0	0	0	0.064	0	0	0.542	0.552
CD36	PDK4	9606.ENSP00000415743	9606.ENSP00000005178	0	0	0	0	0.203	0	0	0.634	0.696
CD36	COMP	9606.ENSP00000415743	9606.ENSP00000222271	0	0	0	0	0.072	0	0.900	0.542	0.953
CD36	DGAT2	9606.ENSP00000415743	9606.ENSP00000228027	0	0	0	0	0.081	0	0	0.671	0.685
CD36	INHBA	9606.ENSP00000415743	9606.ENSP00000242208	0	0	0	0	0	0	0	0.475	0.475
CD36	LIPE	9606.ENSP00000415743	9606.ENSP00000244289	0	0	0	0	0.089	0	0	0.691	0.707
CD36	FABP4	9606.ENSP00000415743	9606.ENSP00000256104	0	0	0	0	0.521	0	0.500	0.881	0.969
CD36	LYVE1	9606.ENSP00000415743	9606.ENSP00000256178	0	0	0	0	0.178	0	0	0.370	0.461
CD36	EMP1	9606.ENSP00000415743	9606.ENSP00000256951	0	0	0	0	0.084	0	0	0.680	0.694
CD36	F13A1	9606.ENSP00000415743	9606.ENSP00000264870	0	0	0	0	0.296	0	0	0.222	0.429
CD36	MGLL	9606.ENSP00000415743	9606.ENSP00000265052	0	0	0	0	0.049	0	0	0.476	0.480
CD36	GPAM	9606.ENSP00000415743	9606.ENSP00000265276	0	0	0	0	0.103	0	0	0.512	0.543
CD36	THRSP	9606.ENSP00000415743	9606.ENSP00000281030	0	0	0	0	0.111	0	0	0.367	0.413
CD36	PPARG	9606.ENSP00000415743	9606.ENSP00000287820	0	0	0	0	0.164	0	0.500	0.873	0.942
CD36	FABP5	9606.ENSP00000415743	9606.ENSP00000297258	0	0	0	0	0.140	0	0	0.744	0.770
CD36	PLIN1	9606.ENSP00000415743	9606.ENSP00000300055	0	0	0	0	0.253	0.112	0	0.743	0.815
CD36	LEP	9606.ENSP00000415743	9606.ENSP00000312652	0	0	0	0	0.122	0	0	0.632	0.663
CD36	PCK1	9606.ENSP00000415743	9606.ENSP00000319814	0	0	0	0	0.127	0	0	0.505	0.549
CD36	CIDEA	9606.ENSP00000415743	9606.ENSP00000320209	0	0	0	0	0.097	0	0	0.479	0.509
CD36	HSD11B1	9606.ENSP00000415743	9606.ENSP00000355995	0	0	0	0	0.098	0.292	0	0.536	0.678
CD36	SCD	9606.ENSP00000415743	9606.ENSP00000359380	0	0	0	0	0.047	0	0	0.697	0.698
CD36	EDNRB	9606.ENSP00000415743	9606.ENSP00000366416	0	0	0	0	0.120	0	0	0.446	0.491
CD36	MEDAG	9606.ENSP00000415743	9606.ENSP00000369849	0	0	0	0	0.084	0	0	0.460	0.484
CD36	VLDLR	9606.ENSP00000415743	9606.ENSP00000371532	0	0	0	0	0	0.292	0	0.588	0.696
CD36	CIDEC	9606.ENSP00000415743	9606.ENSP00000373328	0	0	0	0	0.171	0	0	0.722	0.759
CD36	IGF1	9606.ENSP00000415743	9606.ENSP00000376637	0	0	0	0	0.126	0	0	0.447	0.496
CD36	CXCL12	9606.ENSP00000415743	9606.ENSP00000379140	0	0	0	0	0.144	0	0	0.365	0.433
CD36	MME	9606.ENSP00000415743	9606.ENSP00000418525	0	0	0	0	0.096	0	0	0.433	0.465
CD36	MUC1	9606.ENSP00000415743	9606.ENSP00000484824	0	0	0	0	0	0.112	0	0.431	0.474
CD36	PLIN4	9606.ENSP00000415743	9606.ENSP00000488481	0	0	0	0	0.143	0.112	0	0.382	0.489
CD36	CEBPA	9606.ENSP00000415743	9606.ENSP00000427514	0	0	0	0	0.200	0	0	0.574	0.645
CD36	CFD	9606.ENSP00000415743	9606.ENSP00000468253	0	0	0	0	0.231	0	0	0.583	0.665
CD36	MRC1	9606.ENSP00000415743	9606.ENSP00000455897	0	0	0	0	0.167	0.060	0	0.633	0.687
CD36	LPL	9606.ENSP00000415743	9606.ENSP00000497642	0	0	0	0	0.266	0	0	0.840	0.877
CDC20	PCLAF	9606.ENSP00000361540	9606.ENSP00000300035	0	0	0	0	0.747	0	0	0.551	0.881
CDC20	PPP2R1B	9606.ENSP00000361540	9606.ENSP00000311344	0	0	0	0	0.060	0	0.500	0.116	0.549
CDC20	EZH2	9606.ENSP00000361540	9606.ENSP00000320147	0	0	0	0	0.300	0.092	0	0.286	0.507
CDC20	RRM2	9606.ENSP00000361540	9606.ENSP00000353770	0	0	0	0	0.770	0.049	0	0.609	0.907
CDC20	IQGAP3	9606.ENSP00000361540	9606.ENSP00000354451	0	0	0	0	0.490	0.124	0	0.212	0.617
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.777	0	0.800	0.801	0.990
CDC20	KRT18	9606.ENSP00000361540	9606.ENSP00000373489	0	0	0	0	0.142	0.105	0	0.334	0.444
CDC20	UHRF1	9606.ENSP00000361540	9606.ENSP00000479617	0	0	0	0	0.553	0.049	0	0.319	0.685
CDC20	NUSAP1	9606.ENSP00000361540	9606.ENSP00000499238	0	0	0	0	0.862	0	0	0.629	0.946
CDC20	PRC1	9606.ENSP00000361540	9606.ENSP00000377793	0	0	0	0	0.905	0	0	0.471	0.947
CDC20	TOP2A	9606.ENSP00000361540	9606.ENSP00000411532	0	0	0	0	0.908	0	0	0.797	0.980
CDC20	CDCA3	9606.ENSP00000361540	9606.ENSP00000442068	0	0	0	0	0.950	0	0	0.643	0.981
CDCA3	PCLAF	9606.ENSP00000442068	9606.ENSP00000300035	0	0	0	0	0.695	0	0	0.406	0.811
CDCA3	RRM2	9606.ENSP00000442068	9606.ENSP00000353770	0	0	0	0	0.605	0	0	0.414	0.759
CDCA3	CENPF	9606.ENSP00000442068	9606.ENSP00000355922	0	0	0	0	0.575	0	0	0.506	0.781
CDCA3	PRC1	9606.ENSP00000442068	9606.ENSP00000377793	0	0	0	0	0.704	0	0	0.142	0.735
CDCA3	TOP2A	9606.ENSP00000442068	9606.ENSP00000411532	0	0	0	0	0.728	0	0	0.564	0.876
CDCA3	UHRF1	9606.ENSP00000442068	9606.ENSP00000479617	0	0	0	0	0.448	0	0	0.261	0.575
CDCA3	NUSAP1	9606.ENSP00000442068	9606.ENSP00000499238	0	0	0	0	0.759	0	0	0.622	0.905
CDH1	CEACAM6	9606.ENSP00000261769	9606.ENSP00000199764	0	0	0	0	0.108	0.046	0	0.559	0.591
CDH1	SOX4	9606.ENSP00000261769	9606.ENSP00000244745	0	0	0	0	0.070	0	0	0.505	0.520
CDH1	FOXA1	9606.ENSP00000261769	9606.ENSP00000250448	0	0	0	0	0.134	0	0	0.520	0.566
CDH1	TOP2A	9606.ENSP00000261769	9606.ENSP00000411532	0	0	0	0	0.058	0.191	0	0.290	0.411
CDH1	CXADR	9606.ENSP00000261769	9606.ENSP00000284878	0	0	0	0	0.185	0.080	0	0.282	0.415
CDH1	IRF6	9606.ENSP00000261769	9606.ENSP00000355988	0	0	0	0	0.296	0	0	0.207	0.418
CDH1	PLXNA4	9606.ENSP00000261769	9606.ENSP00000352882	0	0	0	0	0	0	0	0.427	0.426
CDH1	SPINT2	9606.ENSP00000261769	9606.ENSP00000301244	0	0	0	0	0.271	0	0	0.248	0.428
CDH1	PARD6B	9606.ENSP00000261769	9606.ENSP00000360672	0	0	0	0	0.086	0	0	0.413	0.441
CDH1	CDKN2B	9606.ENSP00000261769	9606.ENSP00000276925	0	0	0	0	0	0.046	0	0.447	0.449
CDH1	MME	9606.ENSP00000261769	9606.ENSP00000418525	0	0	0	0	0	0	0	0.451	0.451
CDH1	CELSR1	9606.ENSP00000261769	9606.ENSP00000262738	0	0	0	0.589	0.073	0	0	0.447	0.465
CDH1	COL11A1	9606.ENSP00000261769	9606.ENSP00000359114	0	0	0	0	0	0.045	0	0.465	0.468
CDH1	PPARG	9606.ENSP00000261769	9606.ENSP00000287820	0	0	0	0	0	0	0	0.475	0.475
CDH1	SERPINA3	9606.ENSP00000261769	9606.ENSP00000450540	0	0	0	0	0.063	0	0	0.470	0.482
CDH1	CFL2	9606.ENSP00000261769	9606.ENSP00000298159	0	0	0	0	0.063	0	0	0.483	0.495
CDH1	SDC1	9606.ENSP00000261769	9606.ENSP00000370542	0	0	0	0	0.087	0	0	0.474	0.499
CDH1	TACSTD2	9606.ENSP00000261769	9606.ENSP00000360269	0	0	0	0	0.241	0	0	0.368	0.500
CDH1	DDR2	9606.ENSP00000261769	9606.ENSP00000356899	0	0	0	0	0	0.292	0	0.324	0.500
CDH1	SPINT1	9606.ENSP00000261769	9606.ENSP00000342098	0	0	0	0	0.299	0	0	0.322	0.504
CDH1	FERMT2	9606.ENSP00000261769	9606.ENSP00000342858	0	0	0	0	0	0	0	0.521	0.521
CDH1	MMP1	9606.ENSP00000261769	9606.ENSP00000322788	0	0	0	0	0	0.048	0	0.524	0.527
CDH1	PRSS8	9606.ENSP00000261769	9606.ENSP00000319730	0	0	0	0	0.393	0	0	0.270	0.537
CDH1	IQGAP3	9606.ENSP00000261769	9606.ENSP00000354451	0	0	0	0	0	0.065	0.400	0.246	0.540
CDH1	SPDEF	9606.ENSP00000261769	9606.ENSP00000363149	0	0	0	0	0.088	0	0	0.527	0.550
CDH1	GATA3	9606.ENSP00000261769	9606.ENSP00000368632	0	0	0	0	0.063	0	0	0.541	0.551
CDH1	TJP3	9606.ENSP00000261769	9606.ENSP00000465419	0	0	0	0	0.180	0.049	0	0.493	0.570
CDH1	MARVELD2	9606.ENSP00000261769	9606.ENSP00000323264	0	0	0	0	0.206	0.124	0	0.447	0.581
CDH1	TFAP2A	9606.ENSP00000261769	9606.ENSP00000501092	0	0	0	0	0.063	0	0	0.577	0.587
CDH1	SFN	9606.ENSP00000261769	9606.ENSP00000340989	0	0	0	0	0.115	0.092	0	0.530	0.590
CDH1	RAB25	9606.ENSP00000261769	9606.ENSP00000354376	0	0	0	0	0.421	0.047	0	0.354	0.612
CDH1	FOS	9606.ENSP00000261769	9606.ENSP00000306245	0	0	0	0	0.042	0.296	0	0.479	0.618
CDH1	SORBS1	9606.ENSP00000261769	9606.ENSP00000360293	0	0	0	0	0	0.080	0.540	0.176	0.620
CDH1	FGF2	9606.ENSP00000261769	9606.ENSP00000264498	0	0	0	0	0.062	0	0	0.624	0.633
CDH1	TLN2	9606.ENSP00000261769	9606.ENSP00000453508	0	0	0	0	0	0	0	0.661	0.661
CDH1	EZH2	9606.ENSP00000261769	9606.ENSP00000320147	0	0	0	0	0	0	0	0.666	0.666
CDH1	TWIST2	9606.ENSP00000261769	9606.ENSP00000482581	0	0	0	0	0	0	0	0.679	0.679
CDH1	MUC1	9606.ENSP00000261769	9606.ENSP00000484824	0	0	0	0	0.099	0.046	0	0.657	0.679
CDH1	CGN	9606.ENSP00000261769	9606.ENSP00000271636	0	0	0	0	0.242	0.121	0	0.568	0.687
CDH1	CLDN3	9606.ENSP00000261769	9606.ENSP00000378577	0	0	0	0	0.239	0	0	0.629	0.706
CDH1	ESRP1	9606.ENSP00000261769	9606.ENSP00000405738	0	0	0	0	0.444	0	0	0.507	0.714
CDH1	CXCL12	9606.ENSP00000261769	9606.ENSP00000379140	0	0	0	0	0.054	0	0	0.722	0.726
CDH1	IGF1	9606.ENSP00000261769	9606.ENSP00000376637	0	0	0	0	0	0	0	0.731	0.731
CDH1	KRT19	9606.ENSP00000261769	9606.ENSP00000355124	0	0	0	0	0.213	0	0	0.691	0.747
CDH1	DSP	9606.ENSP00000261769	9606.ENSP00000369129	0	0	0	0	0.234	0.045	0	0.700	0.761
CDH1	KRT7	9606.ENSP00000261769	9606.ENSP00000329243	0	0	0	0	0.116	0	0	0.769	0.787
CDH1	KLF4	9606.ENSP00000261769	9606.ENSP00000363804	0	0	0	0	0	0.292	0	0.742	0.809
CDH1	KRT8	9606.ENSP00000261769	9606.ENSP00000449404	0	0	0	0	0.239	0.292	0	0.703	0.826
CDH1	ERBB3	9606.ENSP00000261769	9606.ENSP00000267101	0	0	0	0	0.204	0.108	0	0.813	0.856
CDH1	KRT18	9606.ENSP00000261769	9606.ENSP00000373489	0	0	0	0	0.187	0.326	0	0.800	0.881
CDH1	EPCAM	9606.ENSP00000261769	9606.ENSP00000263735	0	0	0	0	0.418	0.081	0	0.837	0.905
CDH1	ERBB2	9606.ENSP00000261769	9606.ENSP00000269571	0	0	0	0	0.139	0.108	0	0.964	0.970
CDKN1C	CDKN2C	9606.ENSP00000413720	9606.ENSP00000262662	0	0	0	0	0.048	0.049	0.500	0.724	0.858
CDKN1C	CDKN2B	9606.ENSP00000413720	9606.ENSP00000276925	0	0	0	0	0.050	0.049	0.500	0.677	0.835
CDKN1C	EZH2	9606.ENSP00000413720	9606.ENSP00000320147	0	0	0	0	0	0	0	0.468	0.468
CDKN1C	GPC3	9606.ENSP00000413720	9606.ENSP00000377836	0	0	0	0	0.101	0	0	0.642	0.665
CDKN2B	CDKN2C	9606.ENSP00000276925	9606.ENSP00000262662	0	0	0	0.854	0	0.454	0.500	0.164	0.751
CDKN2B	ERBB2	9606.ENSP00000276925	9606.ENSP00000269571	0	0	0	0	0.062	0.169	0	0.452	0.536
CDKN2B	KRT19	9606.ENSP00000276925	9606.ENSP00000355124	0	0	0	0	0.042	0.099	0	0.409	0.445
CDKN2B	KLF4	9606.ENSP00000276925	9606.ENSP00000363804	0	0	0	0	0.072	0.091	0	0.548	0.585
CDKN2B	EZH2	9606.ENSP00000276925	9606.ENSP00000320147	0	0	0	0	0	0.106	0	0.586	0.614
CDKN2C	ERBB2	9606.ENSP00000262662	9606.ENSP00000269571	0	0	0	0	0	0.196	0	0.296	0.410
CDKN2C	EZH2	9606.ENSP00000262662	9606.ENSP00000320147	0	0	0	0	0.065	0.229	0	0.324	0.470
CDO1	CNRIP1	9606.ENSP00000250535	9606.ENSP00000263655	0	0	0	0	0.080	0	0	0.448	0.470
CDO1	MYB	9606.ENSP00000250535	9606.ENSP00000339992	0	0	0	0	0	0	0	0.500	0.499
CEACAM6	EPCAM	9606.ENSP00000199764	9606.ENSP00000263735	0	0	0	0	0.098	0	0	0.366	0.403
CEACAM6	MME	9606.ENSP00000199764	9606.ENSP00000418525	0	0	0	0	0.099	0.045	0	0.384	0.423
CEACAM6	MUC1	9606.ENSP00000199764	9606.ENSP00000484824	0	0	0	0	0.127	0	0	0.391	0.446
CEACAM6	TACSTD2	9606.ENSP00000199764	9606.ENSP00000360269	0	0	0	0	0.162	0	0	0.507	0.569
CEBPA	DGAT2	9606.ENSP00000427514	9606.ENSP00000228027	0	0	0	0	0.139	0	0	0.479	0.532
CEBPA	LIPE	9606.ENSP00000427514	9606.ENSP00000244289	0	0	0	0	0.095	0	0	0.673	0.691
CEBPA	FOXA1	9606.ENSP00000427514	9606.ENSP00000250448	0	0	0	0	0	0.059	0	0.800	0.804
CEBPA	FABP4	9606.ENSP00000427514	9606.ENSP00000256104	0	0	0	0	0.075	0	0.500	0.829	0.914
CEBPA	PPARG	9606.ENSP00000427514	9606.ENSP00000287820	0	0	0	0	0.102	0.045	0.750	0.963	0.991
CEBPA	H2BC5	9606.ENSP00000427514	9606.ENSP00000289316	0	0	0	0	0	0	0.500	0.081	0.520
CEBPA	PLIN1	9606.ENSP00000427514	9606.ENSP00000300055	0	0	0	0	0.095	0.062	0	0.700	0.723
CEBPA	FOS	9606.ENSP00000427514	9606.ENSP00000306245	0	0	0	0	0.073	0.275	0	0.806	0.859
CEBPA	LEP	9606.ENSP00000427514	9606.ENSP00000312652	0	0	0	0	0.060	0	0.750	0.780	0.943
CEBPA	EZH2	9606.ENSP00000427514	9606.ENSP00000320147	0	0	0	0	0.054	0.045	0	0.571	0.578
CEBPA	CIDEA	9606.ENSP00000427514	9606.ENSP00000320209	0	0	0	0	0.072	0	0	0.543	0.557
CEBPA	EBF1	9606.ENSP00000427514	9606.ENSP00000322898	0	0	0	0	0	0	0.750	0.528	0.876
CEBPA	ZBTB16	9606.ENSP00000427514	9606.ENSP00000338157	0	0	0	0	0.058	0.328	0	0.304	0.521
CEBPA	MYB	9606.ENSP00000427514	9606.ENSP00000339992	0	0	0	0	0.042	0	0.500	0.480	0.729
CEBPA	SCD	9606.ENSP00000427514	9606.ENSP00000359380	0	0	0	0	0.075	0	0	0.584	0.598
CEBPA	KLF4	9606.ENSP00000427514	9606.ENSP00000363804	0	0	0	0	0.084	0.091	0	0.544	0.587
CEBPA	GATA3	9606.ENSP00000427514	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.701	0.716
CEBPA	CIDEC	9606.ENSP00000427514	9606.ENSP00000373328	0	0	0	0	0.072	0	0	0.418	0.436
CEBPA	IGF1	9606.ENSP00000427514	9606.ENSP00000376637	0	0	0	0	0.044	0	0	0.444	0.445
CEBPA	CFD	9606.ENSP00000427514	9606.ENSP00000468253	0	0	0	0	0.243	0	0	0.570	0.660
CEBPA	LPL	9606.ENSP00000427514	9606.ENSP00000497642	0	0	0	0	0.086	0	0	0.712	0.725
CENPF	GINS1	9606.ENSP00000355922	9606.ENSP00000262460	0	0	0	0	0.243	0	0	0.277	0.429
CENPF	PCLAF	9606.ENSP00000355922	9606.ENSP00000300035	0	0	0	0	0.802	0	0	0.509	0.898
CENPF	EZH2	9606.ENSP00000355922	9606.ENSP00000320147	0	0	0	0	0.345	0.051	0	0.278	0.512
CENPF	ZBTB16	9606.ENSP00000355922	9606.ENSP00000338157	0	0	0	0	0	0	0	0.411	0.410
CENPF	RRM2	9606.ENSP00000355922	9606.ENSP00000353770	0	0	0	0	0.530	0	0	0.638	0.822
CENPF	IQGAP3	9606.ENSP00000355922	9606.ENSP00000354451	0	0	0	0	0.571	0	0	0.213	0.648
CENPF	UHRF1	9606.ENSP00000355922	9606.ENSP00000479617	0	0	0	0	0.438	0	0	0.280	0.578
CENPF	PRC1	9606.ENSP00000355922	9606.ENSP00000377793	0	0	0	0	0.866	0.292	0	0.391	0.937
CENPF	NUSAP1	9606.ENSP00000355922	9606.ENSP00000499238	0	0	0	0	0.855	0	0	0.631	0.944
CENPF	TOP2A	9606.ENSP00000355922	9606.ENSP00000411532	0	0	0	0	0.876	0	0	0.804	0.974
CFB	CFH	9606.ENSP00000416561	9606.ENSP00000356399	0	0	0	0.550	0.185	0.236	0.900	0.460	0.961
CFB	TF	9606.ENSP00000416561	9606.ENSP00000385834	0	0	0	0	0.116	0.052	0	0.403	0.457
CFB	SERPINA3	9606.ENSP00000416561	9606.ENSP00000450540	0	0	0	0	0.230	0.045	0	0.409	0.528
CFB	CFD	9606.ENSP00000416561	9606.ENSP00000468253	0	0	0	0.601	0	0.900	0.900	0.810	0.997
CFD	LIPE	9606.ENSP00000468253	9606.ENSP00000244289	0	0	0	0	0.152	0	0	0.380	0.451
CFD	FABP4	9606.ENSP00000468253	9606.ENSP00000256104	0	0	0	0	0.158	0	0	0.609	0.656
CFD	PPARG	9606.ENSP00000468253	9606.ENSP00000287820	0	0	0	0	0.126	0	0	0.622	0.655
CFD	PLIN1	9606.ENSP00000468253	9606.ENSP00000300055	0	0	0	0	0.172	0.094	0	0.451	0.553
CFD	LEP	9606.ENSP00000468253	9606.ENSP00000312652	0	0	0	0	0.211	0	0	0.720	0.769
CFD	CIDEA	9606.ENSP00000468253	9606.ENSP00000320209	0	0	0	0	0.172	0.050	0	0.370	0.461
CFD	CFH	9606.ENSP00000468253	9606.ENSP00000356399	0	0	0	0	0.060	0	0	0.488	0.499
CFD	RBP4	9606.ENSP00000468253	9606.ENSP00000360522	0	0	0	0	0.095	0	0	0.479	0.508
CFD	CIDEC	9606.ENSP00000468253	9606.ENSP00000373328	0	0	0	0	0.368	0	0	0.370	0.585
CFD	RARRES2	9606.ENSP00000468253	9606.ENSP00000418009	0	0	0	0	0.060	0	0	0.507	0.516
CFD	SERPINA3	9606.ENSP00000468253	9606.ENSP00000450540	0	0	0	0	0.047	0.066	0.400	0.130	0.474
CFD	LPL	9606.ENSP00000468253	9606.ENSP00000497642	0	0	0	0	0.128	0	0	0.541	0.583
CFH	FABP4	9606.ENSP00000356399	9606.ENSP00000256104	0	0	0	0	0.085	0	0	0.386	0.414
CFH	EFEMP1	9606.ENSP00000356399	9606.ENSP00000378058	0	0	0	0	0.214	0	0	0.740	0.786
CFL2	NTRK2	9606.ENSP00000298159	9606.ENSP00000277120	0	0	0	0	0.052	0.071	0	0.391	0.416
CFL2	WASF3	9606.ENSP00000298159	9606.ENSP00000335055	0	0	0	0	0.067	0	0	0.454	0.469
CFL2	HSPB2	9606.ENSP00000298159	9606.ENSP00000302476	0	0	0	0	0.062	0	0	0.514	0.524
CFL2	TLN2	9606.ENSP00000298159	9606.ENSP00000453508	0	0	0	0	0.042	0	0	0.644	0.644
CGN	CLDN3	9606.ENSP00000271636	9606.ENSP00000378577	0	0	0	0	0.214	0	0	0.474	0.569
CGN	MARVELD2	9606.ENSP00000271636	9606.ENSP00000323264	0	0	0	0	0.202	0	0	0.987	0.989
CGN	TJP3	9606.ENSP00000271636	9606.ENSP00000465419	0	0	0	0	0.186	0	0	0.997	0.997
CHL1	SPTBN1	9606.ENSP00000256509	9606.ENSP00000349259	0	0	0	0	0.122	0	0	0.483	0.527
CHMP4C	HBB	9606.ENSP00000297265	9606.ENSP00000494175	0	0	0	0	0	0	0.400	0	0.400
CHMP4C	RNASE1	9606.ENSP00000297265	9606.ENSP00000381057	0	0	0	0	0	0	0.400	0	0.400
CHMP4C	MARVELD2	9606.ENSP00000297265	9606.ENSP00000323264	0	0	0	0	0.251	0.292	0	0.066	0.461
CHRDL1	OGN	9606.ENSP00000361112	9606.ENSP00000364711	0	0	0	0	0.184	0.099	0	0.290	0.432
CHRDL1	MAMDC2	9606.ENSP00000361112	9606.ENSP00000366387	0	0	0	0	0.117	0.107	0	0.358	0.449
CHRDL1	MFAP4	9606.ENSP00000361112	9606.ENSP00000378957	0	0	0	0	0.149	0.069	0	0.415	0.496
CIDEA	PDK4	9606.ENSP00000320209	9606.ENSP00000005178	0	0	0	0	0.059	0	0	0.448	0.458
CIDEA	DGAT2	9606.ENSP00000320209	9606.ENSP00000228027	0	0	0	0	0.114	0	0	0.434	0.477
CIDEA	LIPE	9606.ENSP00000320209	9606.ENSP00000244289	0	0	0	0	0.328	0	0	0.791	0.853
CIDEA	FABP4	9606.ENSP00000320209	9606.ENSP00000256104	0	0	0	0	0.174	0	0	0.664	0.710
CIDEA	THRSP	9606.ENSP00000320209	9606.ENSP00000281030	0	0	0	0	0.337	0	0	0.310	0.523
CIDEA	PPARG	9606.ENSP00000320209	9606.ENSP00000287820	0	0	0	0	0.110	0	0	0.827	0.839
CIDEA	COX7A1	9606.ENSP00000320209	9606.ENSP00000292907	0	0	0	0	0.172	0	0	0.787	0.816
CIDEA	PLIN1	9606.ENSP00000320209	9606.ENSP00000300055	0	0	0	0	0.478	0	0	0.925	0.959
CIDEA	LEP	9606.ENSP00000320209	9606.ENSP00000312652	0	0	0	0	0.223	0	0	0.614	0.687
CIDEA	LPL	9606.ENSP00000320209	9606.ENSP00000497642	0	0	0	0	0.088	0	0	0.391	0.420
CIDEA	SCD	9606.ENSP00000320209	9606.ENSP00000359380	0	0	0	0	0.062	0	0	0.432	0.444
